sample_id,a_1,a_2,a_3,a_4,a_5,a_6,b_1,b_2,b_3,b_4,b_5,b_6,loss
0,0.2505440699656518,0.2505440699656518,0.2505440699656518,0.2505440699656518,0.2505440699656518,0.2505440699656518,-0.13356267327324395,-0.13356267327324395,-0.13356267327324395,-0.13356267327324395,-0.13356267327324395,-0.13356267327324395,0.004925250460957958
1,-2.4040790303942634,2.3259643616175474,0.22191524132226625,-0.4872796135007036,0.9161134625860605,0.9306299981630037,0.9433655955899289,-2.582164593870358,0.436764789895187,0.9283370751174687,0.8791629550093063,-1.4068418613809965,0.00492525046095796
2,-1.181858567132023,1.2857832200105865,0.021040843208751075,0.03364668576417407,1.8536818863348887,-0.5090296483924661,-2.412557953959973,0.26078965113987,-1.7926351137800511,1.949154004446527,1.2467060432022532,-0.05283267068808967,0.004925250460957959
3,-0.51132124308979,0.6677913920496442,-0.38735909928091583,1.3592478908251506,-0.583680967956082,0.9585864472459033,1.8728172955416842,2.0385944060153127,-1.1558028967772458,1.0166101207182026,-2.8416500409782786,-1.731944924159139,0.004925250460957957
4,-1.9468569435646137,2.2976310466384673,-0.9236574369395967,0.7831815151215871,0.5319516023432987,0.7610146361947682,-1.6638348237815703,-0.5085758911922602,1.6720695868760596,-0.7737283616382327,-0.09232932814518519,0.5650227782417248,0.0049252504609579575
5,0.716236523520466,-0.7702042938050593,0.2158096306167262,2.4963959258833404,-1.3113525084198712,0.1563791419983087,0.903463693399567,0.6029200895189553,-0.4962458407559374,0.6204188939397377,-0.27454001501991787,-2.157392860721868,0.00492525046095796
6,-1.1178685597123084,0.17711776603516682,2.3634729114982456,0.27988754473001565,-0.19165128345561222,-0.0076939593015966645,-1.22877885911933,0.7515099859576395,-0.7357548588730807,1.4254992279095684,-2.388440103284216,1.3745885677699545,0.0049252504609579575
7,0.574875752660916,-1.2458762850901064,2.4877240399439593,1.0874192601622694,-1.6489206842420472,0.24804233635891992,-0.2751258022232022,-1.3245748396828558,0.4094174175661937,0.3640199730075026,0.2501715533292576,-0.2252843416363599,0.0049252504609579575
8,1.5188111564157485,0.5754032651470325,0.28334087108438466,-3.2659350366358932,0.9068135190489429,1.4848306447336952,-1.0878310471764916,-1.3294841483793023,2.0442441110788496,-3.133559286700514,-0.015774025234257805,2.7210283567722526,0.004925250460957961
9,-1.7462141159991564,0.5178511856044914,2.193360101936249,-0.615868075605375,0.33810250126149133,0.8160328225962105,-1.376776217063914,-0.23343467683392227,0.3012218559024989,1.0468383140231408,-0.15704831889647447,-0.3821769967707927,0.004925250460957958
10,-0.6874998575166595,0.2324413780988605,1.9833480639602201,0.8774471304361333,-0.4592331981348925,-0.4432390970497506,2.9107030781357857,0.7732033306917143,0.06970494099281327,-4.452735134604979,0.04742552180942555,-0.14967777666422338,0.004925250460957958
11,2.2219128150512786,0.4630422600956439,-0.23030658135422705,0.5955990590667835,-2.857714748272188,1.3107316152066206,0.1605118269304912,-1.2772268195702854,1.5614742460811841,2.2387483528832517,-2.257688715924264,-1.2271949300398415,0.0049252504609579575
12,0.13100712837124678,-0.019913433557807114,-0.8346374123437323,-1.6406596220860508,2.6918898761579593,1.1755778832522954,-2.4551188060066775,-2.666209946849514,1.6011811168915961,0.6016095328044533,1.7661600781638873,0.35100198535679134,0.004925250460957959
13,-0.25735435883919766,1.3284830049278293,-2.0605360428939647,-0.08381502203426938,0.8810787651798374,1.6954080734536758,-1.3459034884177166,-0.5012455522271132,0.31463442714528583,0.20003265862389824,0.5658631535343561,-0.03475723829817398,0.00492525046095796
14,0.01585328561752175,1.5741816094740144,0.5384650459524115,-0.687171982279818,-0.4069375732477085,0.46887403427748986,-0.014017911740042466,0.3592192036512892,0.13873302016281525,0.3856439571044525,-0.048577326348764494,-1.6223769824692136,0.00492525046095796
15,0.5601621793611027,1.4454338270904068,0.5787673058139124,-0.2946771450977532,0.5952925155315931,-1.3817142629053514,-1.4488851524772512,1.2891276430051375,-0.09696739261248694,2.2415332208649335,-0.31199764699293636,-2.4741867114268605,0.004925250460957959
16,-0.8652634942202377,2.799403705737733,0.055543609488357404,-1.3271152598254083,-0.4786305280223051,1.3193263866357716,-0.2405369943622308,-0.6887266732594945,1.1412630444077083,0.05295663489818109,-0.9655188005191913,-0.10081325080443687,0.0049252504609579575
17,1.8323793195497855,0.8757857124781024,0.9492224843856566,-2.0000134095207516,-0.6918504837506708,0.537740796651789,-1.624488115716212,0.286940928011475,-0.37458882321951686,0.0620872843887586,-1.506786818047872,2.3554595049439038,0.004925250460957958
18,0.9969313356853436,-1.0406934765823244,-0.6122611178018273,2.894192189639563,-1.219610214500563,0.48470570335371865,0.8898860625541825,-0.47352498986697006,-2.1167371971451834,-0.22019298777737928,0.020387010747876078,1.0988060618480102,0.004925250460957959
19,0.7721406641517422,-0.2898005052023265,0.8711027023881565,0.4318755134009109,-0.035443270943112504,-0.24661068400145986,0.15551969858363923,1.4568486965928573,-0.9796684749538542,-0.38393305649300685,0.5031860684820342,-1.5533289718511336,0.004925250460957959
20,0.11801085515875925,-2.0841306050106363,-0.2277941897566928,1.5240537681560695,1.5211979644808553,0.6519266267655562,-0.6699145000987687,-2.328510101183874,2.213985590119097,0.3774012410212622,1.1858752599628926,-1.5802135294600723,0.004925250460957959
